generation biomass,generation solar,generation fossil oil,generation nuclear,generation fossil gas,generation wind onshore
271.0,619.0,290.0,6036.0,4844.0,4751.0
262.0,1355.0,299.0,6035.0,4777.0,4765.0
263.0,2287.0,302.0,6034.0,4813.0,4414.0
267.0,2756.0,301.0,6027.0,4768.0,4403.0
271.0,2974.0,301.0,6023.0,4907.0,4838.0
270.0,2924.0,302.0,6022.0,4917.0,5008.0
268.0,2715.0,308.0,6021.0,4620.0,5455.0
267.0,2384.0,305.0,6019.0,4785.0,6041.0
270.0,1875.0,307.0,6018.0,4793.0,6569.0
269.0,1364.0,313.0,6012.0,4650.0,7411.0
275.0,1022.0,315.0,6012.0,4296.0,8213.0
287.0,568.0,318.0,6021.0,4705.0,7663.0
293.0,167.0,319.0,6024.0,4718.0,7067.0
294.0,42.0,320.0,6027.0,4600.0,7098.0
291.0,35.0,322.0,6029.0,3952.0,7358.0
292.0,34.0,320.0,6028.0,3669.0,8360.0
354.0,375.0,311.0,6024.0,5891.0,2446.0
355.0,295.0,302.0,6025.0,5462.0,2307.0
356.0,217.0,302.0,6026.0,4996.0,2163.0
357.0,196.0,299.0,6027.0,4773.0,2054.0
356.0,123.0,282.0,6031.0,4925.0,1817.0
355.0,58.0,275.0,6033.0,4930.0,1746.0
350.0,48.0,273.0,6035.0,4914.0,1654.0
353.0,249.0,265.0,6036.0,5158.0,1605.0
352.0,905.0,264.0,6033.0,5633.0,1321.0
355.0,2659.0,262.0,6029.0,5608.0,1145.0
354.0,4002.0,261.0,6024.0,5510.0,1356.0
350.0,4515.0,264.0,6021.0,5459.0,1646.0
349.0,4732.0,264.0,6019.0,5457.0,1725.0
339.0,4803.0,263.0,6012.0,5418.0,2011.0
333.0,4805.0,261.0,6008.0,5333.0,2421.0
335.0,4729.0,260.0,6006.0,5137.0,2758.0
334.0,4544.0,260.0,6004.0,5126.0,3015.0
334.0,4207.0,257.0,5998.0,5191.0,3308.0
330.0,3692.0,260.0,5992.0,5543.0,3420.0
329.0,3000.0,262.0,6001.0,5603.0,3377.0
331.0,1919.0,263.0,6002.0,5563.0,3455.0
337.0,947.0,262.0,6006.0,5769.0,3620.0
335.0,697.0,242.0,6010.0,6055.0,3849.0
336.0,681.0,242.0,6011.0,5779.0,4038.0
374.0,625.0,252.0,5788.0,5846.0,4187.0
384.0,625.0,252.0,5801.0,5848.0,4304.0
380.0,613.0,252.0,5818.0,5926.0,4234.0
381.0,552.0,249.0,5832.0,6461.0,3817.0
379.0,403.0,244.0,5838.0,6469.0,3275.0
379.0,309.0,251.0,5848.0,6292.0,3004.0
378.0,242.0,252.0,5861.0,6828.0,2698.0
380.0,323.0,267.0,5873.0,8106.0,2231.0
383.0,947.0,304.0,5881.0,9119.0,1902.0
384.0,2574.0,308.0,5891.0,9216.0,1736.0
380.0,4086.0,314.0,5896.0,9812.0,1636.0
381.0,4694.0,320.0,5901.0,10458.0,1849.0
378.0,5022.0,321.0,5902.0,10660.0,2412.0
376.0,5196.0,311.0,5896.0,10547.0,2941.0
386.0,5235.0,315.0,5894.0,10256.0,3356.0
393.0,5171.0,310.0,5886.0,10416.0,3572.0
395.0,4939.0,301.0,5881.0,10289.0,3848.0
393.0,4561.0,319.0,5878.0,10178.0,4281.0
398.0,4003.0,329.0,5880.0,9652.0,4918.0
390.0,3350.0,330.0,5884.0,9487.0,4895.0
397.0,2248.0,321.0,5887.0,9556.0,5200.0
397.0,1075.0,331.0,5894.0,9905.0,4982.0
395.0,729.0,335.0,5894.0,10190.0,4827.0
401.0,690.0,334.0,5896.0,9168.0,4418.0
363.0,689.0,351.0,6878.0,4994.0,9198.0
353.0,676.0,346.0,6878.0,4620.0,8745.0
346.0,675.0,346.0,6887.0,4476.0,8027.0
346.0,661.0,345.0,6894.0,4552.0,7485.0
347.0,602.0,340.0,6899.0,4648.0,7203.0
351.0,534.0,338.0,6901.0,4615.0,6728.0
361.0,378.0,341.0,6903.0,4781.0,7080.0
366.0,263.0,346.0,6902.0,4864.0,7111.0
370.0,671.0,307.0,6877.0,5155.0,6575.0
372.0,1953.0,339.0,6869.0,5476.0,6792.0
368.0,3746.0,345.0,6867.0,5336.0,7105.0
346.0,4384.0,351.0,6863.0,5431.0,7188.0
338.0,4823.0,352.0,6863.0,5401.0,6983.0
339.0,5066.0,351.0,6878.0,5538.0,7073.0
340.0,5165.0,345.0,6885.0,5380.0,7107.0
335.0,4994.0,353.0,6886.0,5506.0,7044.0
338.0,4723.0,352.0,6893.0,5592.0,7110.0
337.0,4392.0,351.0,6895.0,5627.0,7539.0
341.0,3940.0,352.0,6894.0,5651.0,8385.0
337.0,3166.0,352.0,6893.0,5810.0,9050.0
341.0,1851.0,352.0,6895.0,5566.0,9341.0
341.0,912.0,354.0,6901.0,5798.0,9080.0
337.0,703.0,354.0,6904.0,5609.0,9277.0
336.0,670.0,354.0,6905.0,5322.0,8846.0
390.0,175.0,253.0,6839.0,3945.0,8433.0
395.0,134.0,254.0,6840.0,3803.0,8158.0
388.0,74.0,255.0,6844.0,3784.0,8049.0
386.0,65.0,255.0,6845.0,3969.0,8006.0
383.0,71.0,242.0,6847.0,3965.0,8158.0
382.0,72.0,254.0,6851.0,4148.0,8001.0
381.0,72.0,252.0,6858.0,4030.0,7858.0
383.0,78.0,254.0,6868.0,3919.0,7662.0
383.0,366.0,238.0,6881.0,3900.0,7458.0
380.0,1546.0,243.0,6872.0,3953.0,7389.0
383.0,3827.0,237.0,6870.0,3402.0,7691.0
382.0,4957.0,233.0,6868.0,3627.0,7737.0
382.0,5336.0,240.0,6866.0,3519.0,7698.0
384.0,5447.0,250.0,6864.0,3271.0,7838.0
382.0,5489.0,256.0,6862.0,3343.0,8158.0
384.0,5366.0,254.0,6861.0,3286.0,8550.0
383.0,5092.0,253.0,6859.0,3416.0,8250.0
381.0,4615.0,253.0,6860.0,3503.0,8110.0
382.0,3807.0,251.0,6858.0,3411.0,8336.0
382.0,2372.0,252.0,6856.0,3817.0,7407.0
392.0,1077.0,251.0,6857.0,4316.0,6353.0
391.0,730.0,249.0,6856.0,4740.0,5968.0
392.0,683.0,254.0,6861.0,4495.0,6086.0
392.0,678.0,259.0,6860.0,4347.0,6110.0
383.0,147.0,286.0,5967.0,7886.0,999.0
386.0,99.0,282.0,5972.0,7149.0,852.0
384.0,76.0,281.0,5975.0,6555.0,805.0
384.0,53.0,281.0,5976.0,6369.0,789.0
387.0,55.0,269.0,5976.0,6490.0,747.0
386.0,53.0,276.0,5976.0,6764.0,759.0
388.0,54.0,289.0,5975.0,8794.0,774.0
387.0,57.0,322.0,5979.0,12100.0,863.0
385.0,102.0,326.0,5979.0,13996.0,847.0
381.0,875.0,330.0,5975.0,14354.0,738.0
381.0,2090.0,332.0,5972.0,14625.0,571.0
374.0,3605.0,331.0,5971.0,13711.0,495.0
362.0,4347.0,328.0,5973.0,12911.0,499.0
369.0,4550.0,331.0,5972.0,12475.0,646.0
383.0,4534.0,332.0,5967.0,12124.0,780.0
385.0,4410.0,336.0,5963.0,11907.0,936.0
380.0,4126.0,335.0,5958.0,12105.0,1160.0
383.0,3549.0,335.0,5955.0,13121.0,1290.0
386.0,2438.0,336.0,5945.0,14038.0,1343.0
384.0,925.0,334.0,5938.0,15110.0,1336.0
387.0,394.0,339.0,5940.0,15526.0,1292.0
391.0,245.0,339.0,5950.0,14219.0,1429.0
384.0,180.0,338.0,5960.0,12412.0,1478.0
384.0,104.0,338.0,5959.0,10252.0,1482.0
387.0,33.0,336.0,5034.0,6881.0,7870.0
387.0,32.0,327.0,5032.0,6541.0,7511.0
387.0,32.0,328.0,5033.0,6036.0,7349.0
386.0,32.0,325.0,5034.0,5765.0,7463.0
388.0,31.0,324.0,5033.0,6158.0,7261.0
388.0,31.0,325.0,5035.0,6480.0,7072.0
387.0,31.0,328.0,5036.0,7366.0,6861.0
383.0,31.0,324.0,5035.0,9819.0,7050.0
383.0,454.0,317.0,5035.0,10960.0,7056.0
388.0,1634.0,330.0,5038.0,11415.0,7160.0
393.0,3182.0,338.0,5035.0,11042.0,7272.0
392.0,4070.0,340.0,5028.0,10389.0,7856.0
394.0,4176.0,341.0,5033.0,9747.0,8526.0
390.0,4013.0,340.0,5032.0,9339.0,8908.0
393.0,3854.0,343.0,5032.0,8559.0,9233.0
406.0,3472.0,349.0,5032.0,8683.0,9326.0
395.0,2796.0,350.0,5032.0,9201.0,8832.0
396.0,1398.0,351.0,5033.0,10607.0,8474.0
395.0,487.0,347.0,5033.0,12755.0,8435.0
401.0,276.0,351.0,5034.0,13274.0,8394.0
397.0,171.0,346.0,5035.0,12960.0,8222.0
402.0,141.0,349.0,5034.0,12556.0,8015.0
395.0,75.0,344.0,5035.0,10294.0,8005.0
407.0,34.0,348.0,5036.0,8367.0,7930.0
366.0,45.0,265.0,7074.0,4906.0,12825.0
374.0,45.0,266.0,7073.0,4561.0,13113.0
373.0,45.0,262.0,7076.0,4530.0,13267.0
373.0,45.0,266.0,7075.0,4180.0,13289.0
358.0,45.0,264.0,7074.0,4048.0,13500.0
352.0,45.0,267.0,7076.0,3949.0,13777.0
353.0,45.0,257.0,7076.0,3993.0,13832.0
353.0,45.0,253.0,7076.0,3946.0,14172.0
353.0,78.0,262.0,7076.0,3788.0,14276.0
351.0,283.0,269.0,7076.0,3838.0,13932.0
355.0,643.0,268.0,7082.0,3790.0,14356.0
358.0,970.0,265.0,7084.0,3873.0,14372.0
358.0,1097.0,264.0,7081.0,4160.0,14284.0
353.0,882.0,267.0,7081.0,4073.0,14533.0
352.0,711.0,269.0,7077.0,4042.0,14393.0
349.0,482.0,269.0,7073.0,4098.0,14402.0
354.0,206.0,271.0,7073.0,4234.0,13989.0
354.0,57.0,268.0,7071.0,4218.0,13856.0
354.0,27.0,248.0,7075.0,4214.0,13195.0
354.0,26.0,249.0,7077.0,4480.0,12234.0
357.0,26.0,243.0,7077.0,4545.0,11492.0
366.0,26.0,247.0,7077.0,4383.0,11358.0
366.0,27.0,274.0,7076.0,4167.0,11477.0
358.0,27.0,273.0,7076.0,4271.0,11254.0
374.0,38.0,271.0,5947.0,6653.0,2517.0
376.0,38.0,273.0,5949.0,5935.0,2432.0
372.0,39.0,273.0,5953.0,5539.0,2309.0
373.0,36.0,267.0,5953.0,5137.0,2281.0
367.0,37.0,256.0,5953.0,5368.0,2045.0
371.0,37.0,275.0,5953.0,5474.0,1821.0
371.0,41.0,277.0,5957.0,5866.0,1714.0
370.0,49.0,286.0,5957.0,7183.0,1686.0
358.0,107.0,299.0,5958.0,7951.0,1637.0
360.0,814.0,326.0,5958.0,8760.0,1603.0
330.0,1860.0,330.0,5958.0,8893.0,1284.0
355.0,3154.0,310.0,5955.0,8886.0,1140.0
354.0,3715.0,317.0,5947.0,8751.0,1191.0
349.0,3903.0,321.0,5939.0,8881.0,1350.0
352.0,3860.0,325.0,5929.0,8380.0,1745.0
353.0,3696.0,324.0,5925.0,8179.0,1847.0
357.0,3499.0,321.0,5924.0,8047.0,1916.0
360.0,2862.0,321.0,5924.0,8792.0,1987.0
364.0,1768.0,326.0,5924.0,9176.0,1967.0
363.0,557.0,326.0,5918.0,9033.0,2108.0
363.0,208.0,330.0,5919.0,9130.0,2110.0
367.0,138.0,332.0,5920.0,9002.0,1991.0
368.0,63.0,331.0,5922.0,9068.0,1860.0
365.0,40.0,328.0,5926.0,8359.0,1817.0
367.0,41.0,312.0,5930.0,6671.0,1917.0
368.0,40.0,311.0,5932.0,6426.0,1807.0
367.0,38.0,310.0,5932.0,5820.0,1730.0
367.0,38.0,307.0,5932.0,5359.0,1692.0
365.0,38.0,306.0,5930.0,5214.0,1699.0
364.0,38.0,299.0,5930.0,5101.0,1755.0
364.0,38.0,299.0,5928.0,5785.0,1803.0
361.0,39.0,301.0,5921.0,6105.0,1889.0
345.0,84.0,301.0,5920.0,6371.0,1993.0
354.0,637.0,301.0,5923.0,6061.0,2120.0
366.0,1456.0,300.0,5925.0,6654.0,2012.0
361.0,2310.0,300.0,5920.0,6566.0,2051.0
363.0,2716.0,301.0,5921.0,6330.0,2300.0
359.0,2988.0,301.0,5925.0,5987.0,2672.0
361.0,3013.0,290.0,5918.0,6020.0,3048.0
360.0,2902.0,286.0,5915.0,5875.0,3256.0
359.0,2496.0,286.0,5914.0,5922.0,3509.0
360.0,1698.0,281.0,5913.0,6111.0,3732.0
359.0,667.0,285.0,5916.0,6854.0,3820.0
359.0,108.0,286.0,5917.0,7246.0,3986.0
358.0,46.0,287.0,5918.0,7351.0,4419.0
359.0,41.0,278.0,5920.0,7199.0,4526.0
361.0,38.0,248.0,5922.0,6379.0,4381.0
360.0,39.0,244.0,5926.0,5842.0,4539.0
362.0,40.0,237.0,5925.0,5019.0,4759.0
359.0,38.0,238.0,5923.0,4694.0,4797.0
350.0,37.0,238.0,5923.0,4493.0,4841.0
343.0,37.0,239.0,5913.0,4289.0,4826.0
346.0,37.0,240.0,5915.0,4321.0,4925.0
344.0,36.0,238.0,5917.0,4480.0,4815.0
345.0,36.0,239.0,5920.0,4565.0,4869.0
345.0,37.0,241.0,5920.0,4547.0,5041.0
347.0,70.0,240.0,5921.0,4470.0,5278.0
361.0,575.0,241.0,5921.0,4499.0,5400.0
366.0,1483.0,241.0,5919.0,4504.0,5251.0
361.0,2567.0,240.0,5915.0,4504.0,5215.0
359.0,3516.0,238.0,5911.0,4174.0,5493.0
358.0,4016.0,235.0,5909.0,4242.0,5804.0
353.0,4124.0,235.0,5908.0,4179.0,6000.0
347.0,4052.0,229.0,5912.0,3945.0,6056.0
346.0,3785.0,217.0,5910.0,4206.0,5644.0
343.0,3201.0,216.0,5908.0,4242.0,6807.0
344.0,2012.0,229.0,5908.0,4227.0,7335.0
351.0,666.0,202.0,5908.0,4577.0,7526.0
355.0,301.0,200.0,5909.0,4484.0,8359.0
360.0,284.0,206.0,5907.0,4194.0,9033.0
359.0,282.0,213.0,5907.0,4039.0,9283.0
363.0,261.0,217.0,5909.0,4035.0,9319.0
347.0,192.0,214.0,5909.0,4020.0,9551.0
327.0,164.0,215.0,5910.0,4024.0,9549.0
330.0,155.0,215.0,5911.0,3874.0,9281.0
327.0,154.0,215.0,5911.0,3699.0,8878.0
329.0,155.0,216.0,5913.0,3782.0,8587.0
331.0,155.0,217.0,5917.0,3847.0,8335.0
340.0,154.0,216.0,5918.0,4469.0,7533.0
356.0,156.0,235.0,5916.0,6381.0,6552.0
366.0,198.0,266.0,5918.0,8082.0,5940.0
367.0,796.0,285.0,5918.0,8284.0,5313.0
365.0,1770.0,296.0,5917.0,8403.0,4739.0
361.0,3121.0,290.0,5915.0,8329.0,4352.0
358.0,3846.0,293.0,5915.0,8172.0,4165.0
362.0,3977.0,277.0,5913.0,8331.0,3951.0
364.0,3892.0,278.0,5911.0,8231.0,3817.0
350.0,3658.0,294.0,5909.0,8070.0,3822.0
350.0,3272.0,300.0,5905.0,8488.0,3880.0
350.0,2532.0,302.0,5900.0,9042.0,3910.0
353.0,1335.0,305.0,5900.0,10155.0,4062.0
360.0,351.0,307.0,5902.0,10401.0,4398.0
361.0,172.0,311.0,5905.0,10463.0,5024.0
361.0,137.0,316.0,5911.0,9835.0,5270.0
359.0,124.0,324.0,5911.0,7550.0,5354.0
356.0,112.0,322.0,5913.0,6379.0,5593.0
356.0,99.0,310.0,5915.0,5531.0,5522.0
351.0,84.0,303.0,5916.0,5222.0,5508.0
352.0,84.0,303.0,5916.0,4877.0,5531.0
357.0,82.0,303.0,5917.0,4739.0,5640.0
334.0,83.0,289.0,5919.0,4668.0,5700.0
307.0,82.0,297.0,5922.0,4825.0,5763.0
298.0,81.0,297.0,5923.0,5745.0,5772.0
293.0,82.0,301.0,5923.0,7688.0,5920.0
304.0,119.0,296.0,5923.0,9065.0,6078.0
310.0,489.0,297.0,5922.0,9552.0,5773.0
310.0,987.0,301.0,5920.0,9665.0,5374.0
309.0,1381.0,303.0,5914.0,9702.0,5640.0
320.0,1622.0,304.0,5911.0,9595.0,6150.0
321.0,1671.0,306.0,5908.0,9028.0,6568.0
317.0,1602.0,310.0,5906.0,8540.0,7052.0
343.0,1399.0,311.0,5900.0,8113.0,7447.0
347.0,1113.0,310.0,5896.0,8480.0,7482.0
355.0,787.0,308.0,5893.0,8719.0,7249.0
360.0,461.0,312.0,5892.0,9311.0,6655.0
362.0,184.0,316.0,5893.0,9822.0,6108.0
362.0,91.0,315.0,5895.0,9741.0,6230.0
370.0,84.0,315.0,5898.0,9240.0,6392.0
365.0,85.0,314.0,5896.0,7598.0,6199.0
358.0,84.0,316.0,5895.0,6015.0,6228.0
353.0,83.0,310.0,5897.0,4966.0,6073.0
359.0,83.0,304.0,5922.0,4891.0,6198.0
361.0,83.0,298.0,5892.0,4837.0,5905.0
335.0,81.0,304.0,5889.0,4934.0,5566.0
304.0,82.0,295.0,5893.0,5082.0,5463.0
299.0,82.0,304.0,5893.0,5050.0,5474.0
315.0,83.0,305.0,5889.0,6264.0,5295.0
316.0,82.0,312.0,5886.0,8808.0,5401.0
317.0,103.0,316.0,5886.0,10317.0,5178.0
317.0,191.0,319.0,5872.0,10695.0,5492.0
338.0,438.0,318.0,5852.0,10488.0,5889.0
350.0,679.0,318.0,5851.0,10411.0,6105.0
354.0,884.0,319.0,5852.0,9861.0,6391.0
345.0,1061.0,321.0,5875.0,9186.0,6186.0
344.0,1098.0,323.0,5885.0,8985.0,5759.0
351.0,1031.0,317.0,5886.0,9440.0,4948.0
343.0,937.0,316.0,5844.0,10491.0,4352.0
345.0,805.0,318.0,5877.0,11240.0,3900.0
350.0,469.0,318.0,5881.0,11950.0,3665.0
348.0,81.0,321.0,5880.0,12110.0,3679.0
329.0,48.0,322.0,5883.0,12109.0,3766.0
321.0,41.0,313.0,5890.0,11089.0,3657.0
308.0,41.0,313.0,5890.0,9585.0,3494.0
300.0,39.0,312.0,5890.0,8490.0,3225.0
325.0,40.0,300.0,5889.0,6476.0,2827.0
346.0,41.0,302.0,5889.0,5820.0,2905.0
343.0,40.0,302.0,5889.0,5570.0,3031.0
329.0,39.0,300.0,5889.0,5383.0,3276.0
327.0,39.0,298.0,5890.0,5294.0,3540.0
321.0,38.0,300.0,5893.0,5797.0,3478.0
322.0,40.0,300.0,5894.0,7656.0,3388.0
329.0,41.0,307.0,5892.0,11251.0,3499.0
334.0,59.0,307.0,5890.0,12678.0,3578.0
333.0,466.0,303.0,5890.0,13027.0,3556.0
328.0,1236.0,309.0,5893.0,12897.0,3413.0
317.0,1939.0,314.0,5898.0,12909.0,3595.0
318.0,2508.0,315.0,5900.0,11979.0,3934.0
320.0,2656.0,316.0,5896.0,10856.0,4768.0
314.0,2551.0,316.0,5894.0,9529.0,5961.0
314.0,2356.0,320.0,5896.0,9352.0,7023.0
314.0,2156.0,321.0,5901.0,8794.0,8070.0
307.0,1787.0,317.0,5902.0,9560.0,8674.0
317.0,998.0,319.0,5903.0,10056.0,8457.0
321.0,256.0,319.0,5905.0,10559.0,7895.0
316.0,59.0,316.0,5901.0,11424.0,7761.0
319.0,44.0,319.0,5902.0,10481.0,7847.0
318.0,41.0,318.0,5900.0,7836.0,7713.0
313.0,41.0,316.0,5904.0,6026.0,7622.0
311.0,43.0,302.0,5904.0,5077.0,7380.0
307.0,44.0,296.0,5905.0,4675.0,7085.0
313.0,43.0,296.0,5903.0,4632.0,6531.0
319.0,42.0,290.0,5903.0,4370.0,6279.0
301.0,40.0,296.0,5903.0,4660.0,5817.0
294.0,39.0,301.0,5905.0,4775.0,5649.0
298.0,40.0,297.0,5904.0,5793.0,5456.0
305.0,39.0,291.0,5906.0,7372.0,5613.0
304.0,71.0,304.0,5915.0,8764.0,5580.0
308.0,513.0,316.0,5908.0,8992.0,5307.0
325.0,1307.0,316.0,5908.0,8870.0,5040.0
330.0,2036.0,315.0,5911.0,8628.0,4869.0
336.0,2345.0,313.0,5910.0,8709.0,4970.0
339.0,2664.0,308.0,5907.0,8714.0,5337.0
337.0,2743.0,311.0,5901.0,7294.0,5497.0
340.0,2808.0,302.0,5902.0,7303.0,5716.0
340.0,2673.0,302.0,5901.0,6902.0,5982.0
346.0,2318.0,307.0,5899.0,6937.0,5965.0
349.0,1290.0,310.0,5897.0,7849.0,5784.0
350.0,387.0,321.0,5894.0,8717.0,5863.0
351.0,175.0,319.0,5901.0,8788.0,6145.0
352.0,150.0,322.0,5901.0,6919.0,6584.0
339.0,105.0,322.0,5899.0,6478.0,6956.0
341.0,72.0,320.0,5899.0,5326.0,7191.0
335.0,49.0,303.0,5901.0,4830.0,7287.0
324.0,47.0,289.0,5903.0,4746.0,7287.0
327.0,47.0,285.0,5903.0,4637.0,6789.0
325.0,46.0,277.0,5905.0,4595.0,6022.0
334.0,46.0,273.0,5907.0,4805.0,5335.0
336.0,46.0,268.0,5909.0,4798.0,4887.0
332.0,46.0,263.0,5910.0,4743.0,4838.0
322.0,46.0,262.0,5911.0,5068.0,5069.0
318.0,78.0,258.0,5912.0,5281.0,5139.0
326.0,540.0,258.0,5911.0,5586.0,4531.0
338.0,1341.0,260.0,5910.0,6074.0,3817.0
343.0,2264.0,263.0,5910.0,5862.0,4025.0
344.0,2822.0,259.0,5909.0,5517.0,4266.0
334.0,3042.0,260.0,5905.0,5608.0,4555.0
330.0,2978.0,254.0,5900.0,5082.0,5069.0
312.0,2847.0,255.0,5891.0,4975.0,5729.0
315.0,2576.0,247.0,5886.0,4941.0,5765.0
321.0,2003.0,247.0,5884.0,5137.0,5520.0
326.0,981.0,249.0,5884.0,5339.0,4983.0
334.0,289.0,248.0,5885.0,6147.0,4735.0
329.0,192.0,249.0,5886.0,6571.0,4846.0
330.0,197.0,247.0,5893.0,6499.0,4899.0
328.0,188.0,228.0,5898.0,6375.0,4739.0
317.0,163.0,224.0,5900.0,5947.0,4409.0
323.0,150.0,218.0,5901.0,5335.0,4220.0
332.0,68.0,217.0,5903.0,5328.0,3997.0
322.0,40.0,218.0,5908.0,5009.0,3751.0
319.0,39.0,218.0,5909.0,4925.0,3442.0
326.0,39.0,214.0,5911.0,4892.0,3247.0
326.0,37.0,218.0,5914.0,5027.0,3147.0
318.0,36.0,218.0,5914.0,5105.0,3106.0
332.0,37.0,220.0,5916.0,5271.0,3210.0
335.0,78.0,221.0,5908.0,5174.0,3392.0
329.0,793.0,220.0,5903.0,5103.0,3317.0
322.0,1941.0,219.0,5904.0,5329.0,3316.0
319.0,3354.0,218.0,5907.0,5134.0,3504.0
286.0,4142.0,217.0,5910.0,5361.0,3537.0
294.0,4333.0,217.0,5910.0,5657.0,3409.0
279.0,4256.0,217.0,5908.0,5813.0,3297.0
296.0,4193.0,217.0,5905.0,5385.0,3167.0
314.0,3894.0,216.0,5902.0,5261.0,3224.0
338.0,3189.0,216.0,5899.0,5113.0,3480.0
350.0,1954.0,217.0,5897.0,5658.0,3455.0
354.0,706.0,216.0,5899.0,6715.0,3472.0
363.0,368.0,214.0,5901.0,7004.0,3949.0
363.0,309.0,217.0,5901.0,6986.0,4089.0
359.0,205.0,223.0,5904.0,6875.0,3748.0
355.0,156.0,226.0,5908.0,6659.0,3419.0
356.0,121.0,231.0,5909.0,6067.0,3313.0
349.0,78.0,231.0,5909.0,5738.0,3269.0
350.0,47.0,229.0,5910.0,5474.0,3270.0
351.0,46.0,229.0,5910.0,5414.0,3198.0
350.0,47.0,229.0,5911.0,5582.0,2975.0
349.0,47.0,230.0,5912.0,5647.0,2827.0
340.0,46.0,229.0,5909.0,6496.0,2719.0
336.0,47.0,249.0,5908.0,8835.0,2755.0
348.0,86.0,282.0,5907.0,10583.0,2719.0
346.0,830.0,287.0,5908.0,11186.0,2418.0
339.0,2033.0,291.0,5904.0,11071.0,2142.0
338.0,3576.0,289.0,5900.0,10982.0,1986.0
336.0,4254.0,288.0,5899.0,10745.0,1907.0
324.0,4454.0,294.0,5898.0,10229.0,1807.0
312.0,4480.0,304.0,5897.0,9621.0,1818.0
311.0,4390.0,303.0,5898.0,9567.0,2050.0
323.0,4144.0,301.0,5897.0,9659.0,2419.0
322.0,3562.0,301.0,5897.0,10701.0,2609.0
318.0,2180.0,284.0,5897.0,12109.0,2550.0
320.0,752.0,303.0,5896.0,13551.0,2532.0
325.0,422.0,305.0,5901.0,12429.0,2660.0
329.0,376.0,315.0,5902.0,11756.0,2815.0
324.0,309.0,317.0,5903.0,9644.0,2876.0
323.0,198.0,317.0,5902.0,7923.0,3060.0
325.0,150.0,288.0,5901.0,5885.0,3294.0
334.0,94.0,273.0,5900.0,5494.0,3467.0
338.0,54.0,268.0,5901.0,5157.0,3517.0
337.0,47.0,275.0,5901.0,5004.0,3548.0
343.0,47.0,270.0,5900.0,4977.0,3672.0
337.0,47.0,275.0,5900.0,5038.0,3740.0
339.0,47.0,278.0,5897.0,6367.0,3857.0
339.0,48.0,290.0,5895.0,9116.0,3895.0
340.0,90.0,288.0,5898.0,10511.0,3867.0
332.0,907.0,283.0,5897.0,10743.0,3794.0
333.0,2298.0,280.0,5894.0,10554.0,3445.0
338.0,3946.0,281.0,5891.0,10436.0,3261.0
334.0,4428.0,285.0,5895.0,10359.0,3239.0
339.0,4521.0,295.0,5895.0,9815.0,3070.0
335.0,4503.0,298.0,5893.0,9824.0,2855.0
341.0,4379.0,292.0,5878.0,10120.0,2574.0
334.0,4108.0,294.0,5853.0,10555.0,2355.0
338.0,3551.0,295.0,5818.0,11793.0,2214.0
339.0,2219.0,295.0,5790.0,13202.0,2083.0
337.0,822.0,295.0,5761.0,14475.0,2113.0
338.0,471.0,291.0,5736.0,14163.0,2142.0
343.0,385.0,287.0,5710.0,13311.0,2165.0
341.0,317.0,288.0,5681.0,10525.0,2275.0
342.0,271.0,291.0,5666.0,8176.0,2414.0
331.0,206.0,283.0,5663.0,6766.0,2426.0
342.0,159.0,276.0,5653.0,6037.0,2453.0
348.0,62.0,275.0,5655.0,5755.0,2392.0
346.0,45.0,275.0,5657.0,5895.0,2328.0
338.0,46.0,260.0,5661.0,5928.0,2301.0
340.0,46.0,276.0,5661.0,5883.0,2308.0
340.0,45.0,276.0,5660.0,7070.0,2288.0
343.0,47.0,282.0,5656.0,10141.0,2259.0
350.0,82.0,279.0,5658.0,12338.0,2318.0
350.0,929.0,277.0,5658.0,12373.0,2477.0
344.0,2373.0,280.0,5657.0,11361.0,2461.0
347.0,4105.0,284.0,5654.0,10914.0,2508.0
329.0,4673.0,284.0,5654.0,10488.0,2799.0
342.0,4738.0,285.0,5650.0,9752.0,3050.0
345.0,4691.0,284.0,5646.0,9771.0,3159.0
341.0,4539.0,288.0,5639.0,10244.0,3127.0
330.0,4274.0,292.0,5633.0,10310.0,2974.0
340.0,3691.0,287.0,5631.0,11491.0,2845.0
335.0,2255.0,289.0,5629.0,12894.0,2738.0
339.0,851.0,295.0,5633.0,14022.0,2912.0
340.0,444.0,295.0,5637.0,13968.0,3126.0
334.0,362.0,295.0,5643.0,12177.0,3399.0
328.0,287.0,294.0,5643.0,10114.0,3521.0
332.0,210.0,289.0,5646.0,7738.0,3493.0
333.0,159.0,275.0,5648.0,6162.0,3679.0
334.0,106.0,269.0,5649.0,5567.0,3938.0
330.0,63.0,273.0,5652.0,5402.0,4126.0
332.0,49.0,274.0,5664.0,5161.0,4274.0
329.0,50.0,264.0,5667.0,5132.0,4448.0
335.0,54.0,273.0,5667.0,5418.0,4303.0
347.0,58.0,274.0,5666.0,6504.0,3876.0
340.0,50.0,282.0,5664.0,9692.0,3581.0
346.0,88.0,280.0,5665.0,11349.0,3157.0
344.0,844.0,285.0,5665.0,11319.0,2824.0
349.0,2254.0,285.0,5664.0,11334.0,2217.0
346.0,3874.0,285.0,5663.0,10932.0,2085.0
341.0,4501.0,285.0,5664.0,10684.0,2131.0
342.0,4621.0,286.0,5664.0,9784.0,2265.0
